spar,node_index,y_m,ux_m,uy_m,uz_m,theta_x_rad,theta_y_rad,theta_z_rad
main,20,5.819032,-1.88023640e-04,-1.58230662e-03,5.45622811e-02,-5.54404171e-02,-5.35589978e-01,-2.02643362e-02
main,21,6.109983,-8.33648536e-05,-2.33471598e-03,7.35481229e-02,-6.69287166e-02,-5.53585368e-01,-2.44986907e-02
main,22,6.400935,4.12217300e-04,-3.46607710e-03,9.61563073e-02,-7.99951631e-02,-5.70188095e-01,-3.05221205e-02
main,23,6.691886,1.42111820e-04,-4.81721540e-03,1.22858630e-01,-9.48551887e-02,-5.85436175e-01,-3.14590618e-02
main,24,6.982838,1.37665594e-07,-6.40869377e-03,1.54187702e-01,-1.11606167e-01,-5.99159682e-01,-3.11912823e-02
main,25,7.273789,1.87581134e-06,-8.26987520e-03,1.90703894e-01,-1.30343578e-01,-6.11280583e-01,-3.18607922e-02
main,26,7.564741,-1.76903416e-04,-1.04344371e-02,2.32994999e-01,-1.51160899e-01,-6.21820390e-01,-3.36581332e-02
main,27,7.855693,-1.92374256e-04,-1.28953493e-02,2.81665405e-01,-1.71828808e-01,-6.39500798e-01,-3.18239302e-02
main,28,8.146644,8.25358114e-05,-1.56550062e-02,3.36079167e-01,-1.90406432e-01,-6.55496058e-01,-3.34657055e-02
main,29,8.437596,1.18363182e-04,-1.86870209e-02,3.95637349e-01,-2.06982903e-01,-6.70016622e-01,-3.51088817e-02
main,30,8.728547,-8.58821237e-05,-2.19619172e-02,4.59767281e-01,-2.21647553e-01,-6.83098494e-01,-3.66078032e-02
main,31,9.019499,-3.84498581e-06,-2.57816336e-02,5.27951718e-01,-2.34604213e-01,-6.94725493e-01,-4.12166209e-02
main,32,9.310450,6.74572590e-04,-3.05518452e-02,5.99770648e-01,-2.46293603e-01,-7.05260565e-01,-4.83671711e-02
main,33,9.601402,3.89184912e-04,-3.55552484e-02,6.74872356e-01,-2.57035954e-01,-7.14849367e-01,-4.92587951e-02
main,34,9.892354,2.79555241e-04,-4.07641785e-02,7.52991242e-01,-2.66917909e-01,-7.23211792e-01,-4.84307533e-02
main,35,10.183305,5.09428217e-04,-4.61611241e-02,8.33885989e-01,-2.76023183e-01,-7.30227413e-01,-4.80241965e-02
main,36,10.474257,1.29778299e-03,-5.17296729e-02,9.17339098e-01,-2.84431154e-01,-7.36089997e-01,-4.55229402e-02
main,37,10.765208,1.03620392e-03,-5.75757638e-02,1.00464162e+00,-3.01573130e-01,-7.60629571e-01,-5.63252914e-02
main,38,11.056160,1.86010534e-04,-6.37455943e-02,1.09659217e+00,-3.16035322e-01,-7.83182282e-01,-5.28217884e-02
main,39,11.347111,2.91355569e-04,-7.01746596e-02,1.19243328e+00,-3.28013386e-01,-8.02639882e-01,-5.26688777e-02
main,40,11.638063,4.56896799e-04,-7.68233484e-02,1.29146095e+00,-3.37687652e-01,-8.19154739e-01,-5.49137084e-02
main,41,11.929015,2.33692770e-04,-8.36515996e-02,1.39302339e+00,-3.45232980e-01,-8.32966210e-01,-5.74664286e-02
main,42,12.219966,8.92179852e-04,-9.15649012e-02,1.49664114e+00,-3.51177382e-01,-8.44375723e-01,-6.60119999e-02
main,43,12.510918,9.81230819e-04,-1.00028094e-01,1.60190377e+00,-3.56197372e-01,-8.53805626e-01,-6.97333593e-02
main,44,12.801869,8.84216841e-04,-1.08610141e-01,1.70855325e+00,-3.60607472e-01,-8.61234033e-01,-6.87327672e-02
main,45,13.092821,1.42139329e-03,-1.17290475e-01,1.81642935e+00,-3.64562718e-01,-8.66483146e-01,-6.64778834e-02
main,46,13.383773,4.20837970e-03,-1.26044587e-01,1.92541542e+00,-3.68201518e-01,-8.70375057e-01,-5.40854842e-02
main,47,13.674724,3.43993395e-03,-1.35119812e-01,2.03703377e+00,-3.81596849e-01,-9.03691922e-01,-9.53266296e-02
main,48,13.965676,3.88839222e-04,-1.44506104e-01,2.15215542e+00,-3.91791458e-01,-9.35208604e-01,-7.51241238e-02
main,49,14.256627,1.46912882e-03,-1.54719485e-01,2.27003801e+00,-3.99303886e-01,-9.58590498e-01,-8.17016609e-02
main,50,14.547579,1.94082756e-03,-1.65512805e-01,2.38990030e+00,-4.04555218e-01,-9.76556269e-01,-8.93899121e-02
main,51,14.838530,1.75044680e-03,-1.76434885e-01,2.51105382e+00,-4.07958079e-01,-9.90439130e-01,-8.92148728e-02
main,52,15.129482,1.84414020e-03,-1.87432055e-01,2.63300819e+00,-4.09918248e-01,-1.00010913e+00,-8.96541488e-02
main,53,15.420434,1.86224061e-03,-1.98474174e-01,2.75538820e+00,-4.10816617e-01,-1.00618401e+00,-9.12491772e-02
main,54,15.711385,2.47408372e-03,-2.10174367e-01,2.87817396e+00,-4.11014253e-01,-1.00925121e+00,-9.67052323e-02
main,55,16.002337,2.47142360e-03,-2.21959382e-01,3.00098722e+00,-4.10851493e-01,-1.01063427e+00,-9.71385584e-02
main,56,16.293288,2.47888606e-03,-2.33744745e-01,3.12373912e+00,-4.10654957e-01,-1.01057210e+00,-9.68666687e-02
main,57,16.584240,3.32495525e-03,-2.46077325e-01,3.24714689e+00,-4.10555592e-01,-1.01030781e+00,-9.94570143e-02
main,58,16.875191,3.58590539e-03,-2.58452963e-01,3.37057181e+00,-4.10518631e-01,-1.01011349e+00,-1.01391741e-01
main,59,17.166143,3.65067798e-03,-2.70838490e-01,3.49399093e+00,-4.10510072e-01,-1.01016085e+00,-1.00918728e-01
rear,0,0.000000,4.57176262e-20,-2.12692080e-18,1.48699753e-17,6.60137338e-18,-1.19891119e-20,-6.19162254e-19
rear,1,0.290952,1.25036214e-04,-2.96745385e-04,7.61794661e-03,-4.70064952e-02,-2.91919184e-02,-7.13803178e-04
rear,2,0.581903,1.67831463e-04,-8.27530808e-04,2.56433403e-02,-7.02684529e-02,-5.78585276e-02,-1.85641292e-03
rear,3,0.872855,1.56542968e-04,-1.43738714e-03,4.71528423e-02,-6.97062789e-02,-8.60220075e-02,-2.35459379e-03
rear,4,1.163806,1.52964574e-04,-1.96994235e-03,6.52000960e-02,-4.52413052e-02,-1.13661872e-01,-3.05037761e-03
rear,5,1.454758,2.06666092e-05,-2.27245599e-03,7.28157267e-02,3.20529368e-03,-1.40764840e-01,-4.46354269e-03
rear,6,1.745709,-4.36281187e-04,-2.45575508e-03,7.35196965e-02,-2.24238630e-03,-1.68246624e-01,-2.58594633e-03
rear,7,2.036661,-4.18963077e-04,-2.68235680e-03,7.66218667e-02,-1.20689934e-02,-1.95785325e-01,-2.43544539e-03
rear,8,2.327613,-3.67460167e-04,-2.99008439e-03,8.33849489e-02,-2.61939055e-02,-2.23388755e-01,-3.58652487e-03
rear,9,2.618564,-4.36022708e-04,-3.41005934e-03,9.50482467e-02,-4.45359614e-02,-2.51089521e-01,-4.50080645e-03
rear,10,2.909516,-3.31844962e-04,-4.09716241e-03,1.12503571e-01,-6.29849058e-02,-2.79306971e-01,-7.87032116e-03
rear,11,3.200467,-2.85377761e-04,-5.07068931e-03,1.34679242e-01,-7.42874590e-02,-3.07810493e-01,-1.03091349e-02
rear,12,3.491419,-3.42776235e-04,-6.11944346e-03,1.58820760e-01,-7.52076175e-02,-3.36158661e-01,-1.06915468e-02
rear,13,3.782370,-3.11062673e-04,-7.12726311e-03,1.81892757e-01,-6.56543532e-02,-3.64247373e-01,-1.17908756e-02
rear,14,4.073322,-3.55477089e-04,-7.98481092e-03,2.00832704e-01,-4.55340957e-02,-3.92086170e-01,-1.32926756e-02
rear,15,4.364274,-9.13234029e-04,-8.58764232e-03,2.12550910e-01,-1.47553263e-02,-4.19592875e-01,-1.73782315e-02
rear,16,4.655225,-1.07030499e-03,-9.00096486e-03,2.18223406e-01,-6.95386035e-03,-4.36908979e-01,-9.23200298e-03
rear,17,4.946177,-5.60368219e-04,-9.36869934e-03,2.23062947e-01,-8.24120531e-03,-4.53951448e-01,-1.40806005e-02
rear,18,5.237128,-6.60340173e-04,-9.81656163e-03,2.29697780e-01,-1.85043931e-02,-4.71352833e-01,-1.47164575e-02
rear,19,5.528080,-6.89999178e-04,-1.04255821e-02,2.40727402e-01,-3.76477742e-02,-4.88971531e-01,-1.49119496e-02
rear,20,5.819032,-7.34931010e-04,-1.12930195e-02,2.58722558e-01,-6.55738054e-02,-5.06750590e-01,-1.61515443e-02
rear,21,6.109983,-6.61654030e-04,-1.26383875e-02,2.85995812e-01,-9.90206709e-02,-5.25192337e-01,-2.05459672e-02
rear,22,6.400935,-3.97953753e-04,-1.47356269e-02,3.23033103e-01,-1.28857362e-01,-5.44798327e-01,-2.62788574e-02
rear,23,6.691886,-5.72450779e-04,-1.72265665e-02,3.67494859e-01,-1.49115627e-01,-5.64514626e-01,-2.56299933e-02
rear,24,6.982838,-4.87665295e-04,-1.99512916e-02,4.16575806e-01,-1.59673314e-01,-5.83929713e-01,-2.65622445e-02
rear,25,7.273789,-5.00579968e-04,-2.27720449e-02,4.67432346e-01,-1.60397889e-01,-6.03078466e-01,-2.83416826e-02
rear,26,7.564741,-1.25351694e-03,-2.55553319e-02,5.17182554e-01,-1.51160899e-01,-6.21820390e-01,-3.36581332e-02
rear,27,7.855693,-1.18152307e-04,-2.81953021e-02,5.64380497e-01,-1.46378013e-01,-6.33144444e-01,-2.26778580e-02
rear,28,8.146644,1.00577997e-03,-3.08523613e-02,6.11861572e-01,-1.52574253e-01,-6.43529775e-01,-3.49165715e-02
rear,29,8.437596,6.56564581e-04,-3.37243026e-02,6.62793404e-01,-1.69565776e-01,-6.54846598e-01,-3.39857677e-02
rear,30,8.728547,6.01305586e-04,-3.69321561e-02,7.20302784e-01,-1.97229416e-01,-6.66356133e-01,-3.41376097e-02
rear,31,9.019499,7.89484768e-04,-4.09320066e-02,7.87265777e-01,-2.32131750e-01,-6.77891266e-01,-3.95807522e-02
rear,32,9.310450,1.23429826e-03,-4.62624959e-02,8.64574776e-01,-2.63802430e-01,-6.89652065e-01,-4.67758148e-02
rear,33,9.601402,1.07255725e-03,-5.21285381e-02,9.49669820e-01,-2.85033886e-01,-7.01722416e-01,-4.54235857e-02
rear,34,9.892354,1.27031622e-03,-5.83047988e-02,1.03949031e+00,-2.95667879e-01,-7.13408259e-01,-4.59763751e-02
rear,35,10.183305,1.49804332e-03,-6.45936750e-02,1.13092467e+00,-2.95526700e-01,-7.24810305e-01,-4.68483641e-02
rear,36,10.474257,2.02552239e-03,-7.07788304e-02,1.22081032e+00,-2.84431154e-01,-7.36089997e-01,-4.55229402e-02
rear,37,10.765208,3.01505836e-03,-7.67337177e-02,1.30833552e+00,-2.82098221e-01,-7.49395498e-01,-5.29694916e-02
rear,38,11.056160,3.01502121e-03,-8.27389379e-02,1.39616004e+00,-2.85793936e-01,-7.63250856e-01,-5.42368839e-02
rear,39,11.347111,3.09835149e-03,-8.88839037e-02,1.48602077e+00,-2.95381841e-01,-7.77317502e-01,-5.43625520e-02
rear,40,11.638063,3.26538304e-03,-9.52818802e-02,1.57961251e+00,-3.10721013e-01,-7.91439245e-01,-5.56493319e-02
rear,41,11.929015,3.23078814e-03,-1.02050682e-01,1.67858794e+00,-3.31666215e-01,-8.05636040e-01,-5.77489882e-02
rear,42,12.219966,3.93712265e-03,-1.10226305e-01,1.78443891e+00,-3.53486464e-01,-8.18594081e-01,-6.69711305e-02
rear,43,12.510918,4.12606846e-03,-1.19299960e-01,1.89611892e+00,-3.69398274e-01,-8.31401832e-01,-6.96988625e-02
rear,44,12.801869,4.29090329e-03,-1.28667634e-01,2.01135963e+00,-3.77259106e-01,-8.44236551e-01,-6.93168191e-02
rear,45,13.092821,4.93260592e-03,-1.38127592e-01,2.12779639e+00,-3.76920828e-01,-8.56873365e-01,-6.85912044e-02
rear,46,13.383773,8.11418418e-03,-1.47432960e-01,2.24301974e+00,-3.68201518e-01,-8.70375057e-01,-5.40854842e-02
rear,47,13.674724,6.34434200e-03,-1.56529529e-01,2.35593522e+00,-3.62595690e-01,-8.66037627e-01,-9.72525461e-02
rear,48,13.965676,3.11730388e-03,-1.65550172e-01,2.46731631e+00,-3.57706464e-01,-8.67823679e-01,-6.40350332e-02
rear,49,14.256627,4.90412032e-03,-1.74990487e-01,2.57773089e+00,-3.53697725e-01,-8.66639557e-01,-7.27489634e-02
rear,50,14.547579,5.45448487e-03,-1.84776378e-01,2.68727611e+00,-3.50407686e-01,-8.65885771e-01,-7.84836517e-02
rear,51,14.838530,5.45367685e-03,-1.94508536e-01,2.79595581e+00,-3.47756452e-01,-8.65831263e-01,-7.65946080e-02
rear,52,15.129482,5.75625751e-03,-2.04178861e-01,2.90395098e+00,-3.45694735e-01,-8.65632298e-01,-7.65046503e-02
rear,53,15.420434,5.97908851e-03,-2.13812420e-01,3.01142129e+00,-3.44146923e-01,-8.65375082e-01,-7.72310785e-02
rear,54,15.711385,6.91611863e-03,-2.23998562e-01,3.11909546e+00,-3.43039904e-01,-8.65036421e-01,-8.04886657e-02
rear,55,16.002337,7.30649251e-03,-2.34251561e-01,3.22656549e+00,-3.42293490e-01,-8.64877059e-01,-8.20614065e-02
rear,56,16.293288,7.57805761e-03,-2.44500367e-01,3.33386166e+00,-3.41833270e-01,-8.64936092e-01,-8.14367454e-02
rear,57,16.584240,9.34696240e-03,-2.55368352e-01,3.44273239e+00,-3.41591359e-01,-8.65038912e-01,-8.01537601e-02
rear,58,16.875191,1.03403564e-02,-2.66303822e-01,3.55164538e+00,-3.41526890e-01,-8.64321793e-01,-8.72530466e-02
rear,59,17.166143,1.04789681e-02,-2.77277449e-01,3.66054449e+00,-3.41504117e-01,-8.64438935e-01,-8.60825632e-02
