spar,node_index,y_m,ux_m,uy_m,uz_m,theta_x_rad,theta_y_rad,theta_z_rad
rear,49,14.256627,2.90234221e-03,-1.02367968e-01,1.55611494e+00,-1.75541876e-01,-5.73075685e-01,-4.86300936e-02
rear,50,14.547579,3.16979967e-03,-1.07292770e-01,1.61124110e+00,-1.71142350e-01,-5.72490597e-01,-5.20294854e-02
rear,51,14.838530,3.13645258e-03,-1.12126828e-01,1.66521290e+00,-1.67608605e-01,-5.72350839e-01,-5.07184101e-02
rear,52,15.129482,3.29643297e-03,-1.16877612e-01,1.71827170e+00,-1.64858437e-01,-5.72112859e-01,-5.07521414e-02
rear,53,15.420434,3.38883610e-03,-1.21571475e-01,1.77063049e+00,-1.62792030e-01,-5.71855221e-01,-5.12238949e-02
rear,54,15.711385,3.92193784e-03,-1.26510427e-01,1.82286385e+00,-1.61311748e-01,-5.71554119e-01,-5.35845159e-02
rear,55,16.002337,4.09616262e-03,-1.31463935e-01,1.87478092e+00,-1.60314601e-01,-5.71421058e-01,-5.43895563e-02
rear,56,16.293288,4.21260353e-03,-1.36401303e-01,1.92646624e+00,-1.59704449e-01,-5.71408066e-01,-5.40609333e-02
rear,57,16.584240,5.20633999e-03,-1.41652755e-01,1.97912496e+00,-1.59386913e-01,-5.71404098e-01,-5.38863218e-02
rear,58,16.875191,5.70340850e-03,-1.46939038e-01,2.03178061e+00,-1.59279741e-01,-5.71006502e-01,-5.77961684e-02
rear,59,17.166143,5.75070128e-03,-1.52243953e-01,2.08441763e+00,-1.59252367e-01,-5.71083635e-01,-5.70207962e-02
