station_index,y_m,main_x_m,rear_x_m,quarter_chord_x_m,elastic_axis_x_m,aero_chord_m,spar_separation_m,spar_sep_over_chord,spar_pair_delta_z_change_m,direct_spar_pair_rotation_deg,elastic_axis_quarter_chord_projection_deg,conservative_bounded_physical_projection_deg,bounded_projection_lever_m
48.0,14.0545570527,0.196990868225,0.550439497713,0.19643851018927663,0.373715182969,0.7857540407571065,0.35344862948800004,0.44982095051962784,0.002309878361073714,0.37443743201204766,0.37443743201204766,0.2245751158153345,0.5893155305678299
49.0,14.3511767159,0.193587334681,0.54122008069,0.19345554079745364,0.3674037076855,0.7738221631898146,0.34763274600900007,0.4492411338750032,0.00021885934845183863,0.03607173219580734,0.0360717321958137,0.021606542993745873,0.5803666223923609
50.0,14.6480711625,0.190257139643,0.532659559882,0.19045378090494,0.3614583497625,0.76181512361976,0.34240242023899997,0.44945605518052323,-5.280878539126732e-05,-0.008836738064032441,-0.008836738064019719,-0.005295633934804183,0.57136134271482
51.0,14.9450054848,0.187449645467,0.524466950695,0.18745161784800782,0.355958298081,0.7498064713920313,0.33701730522800005,0.4494723879914245,0.0007432640293535409,0.12636093827044467,0.12636093827045103,0.07572774891135113,0.5623548535440235
52.0,15.2419594295,0.184498558298,0.516054775115,0.18444925639823265,0.3502766667065,0.7377970255929306,0.331556216817,0.44938676264050376,0.0010035998891081144,0.17343020408654025,0.17343020408654025,0.10391652070675822,0.553347769194698
53.0,15.538924608,0.181570402489,0.507712146757,0.18136358127556199,0.34464127462300004,0.7254543251022479,0.326141744268,0.4495689569733181,0.001412174003988742,0.2480857054964746,0.24808570549646822,0.1487094378991465,0.544090743826686
54.0,15.8362435476,0.177955814182,0.498192233238,0.1780808161246621,0.33807402371,0.7123232644986484,0.320236419056,0.44956613803901335,0.00024359136997592623,0.04358265925767199,0.043582659257665635,0.026124386972099328,0.5342424483739863
55.0,16.13360749,0.174770312342,0.489003583589,0.1747975540877457,0.3318869479655,0.6991902163509828,0.31423327124699996,0.44942458275082564,0.0006058351832468056,0.11046492923492902,0.11046492923492267,0.06619425887285656,0.5243926622632371
56.0,16.4309712047,0.171605904206,0.479878473406,0.17120641240246098,0.325742188806,0.6848256496098439,0.3082725692,0.4501475220380951,0.0015819522659129004,0.29402029783148476,0.294020297831472,0.1764710023467931,0.5136192372073829
57.0,16.7286424565,0.167162145917,0.467843045961,0.16717547243255454,0.317502595939,0.6687018897302182,0.30068090004400005,0.44964864712032904,0.0005378399843473103,0.10248714928643245,0.10248714928642608,0.06144431934251093,0.5015264172976637
58.0,17.0263387775,0.163081402376,0.456255502578,0.163144192985995,0.30966845247700003,0.65257677194398,0.293174100202,0.4492561071836117,0.00110409407245865,0.21577496589674816,0.21577496589674816,0.1292513534016594,0.489432578957985
59.0,17.324040695,0.15912409342,0.445161002503,0.1612510225,0.3021425479615,0.64500409,0.286036909083,0.44346526404662023,0.0029353888885366164,0.46711134293105466,0.4671113429310674,0.3476635946969559,0.4837530675
