z_state,case_label,shape_name,station_index,eta,y_m,main_z_m,rear_z_m,main_slope_dzdy,main_curvature_d2zdy2,eta_at_max_abs_curvature,eta_at_max_abs_slope
7deg,target_main_tip_z_2p108m,jig_unloaded,0,-9.469247085471181e-24,-1.6371707126364569e-22,0.07143912961806514,0.0651858601168413,0.024007252757386365,-0.0010351291870992136,0.6925697471481098,1.0
7deg,target_main_tip_z_2p108m,jig_unloaded,1,0.016828131583216485,0.2909473575645292,0.07842397637021047,0.06731517990131976,0.02370608465566193,-0.0016721535328972914,0.6925697471481098,1.0
7deg,target_main_tip_z_2p108m,jig_unloaded,2,0.033656702193289804,0.581902305615457,0.08523375036422563,0.06193181471250297,0.023034213090474986,-0.002613629938863729,0.6925697471481098,1.0
7deg,target_main_tip_z_2p108m,jig_unloaded,3,0.05048576537641758,0.8728657699314195,0.09182800276796385,0.05380624831609736,0.02218516008574209,-0.0033504626660404158,0.6925697471481098,1.0
7deg,target_main_tip_z_2p108m,jig_unloaded,4,0.0673154154369244,1.163839380972335,0.09814410783337557,0.04772669081971477,0.021084445870702184,-0.0037585476845863122,0.6925697471481098,1.0
7deg,target_main_tip_z_2p108m,jig_unloaded,5,0.08414580905285075,1.454825847598759,0.10409829252272439,0.04849907878220171,0.019997836008573106,-0.0027130139057130187,0.6925697471481098,1.0
7deg,target_main_tip_z_2p108m,jig_unloaded,6,0.1009762672460607,1.7458134307240603,0.10978232840492612,0.05360918181929078,0.019505544461335178,-0.0008842953095471173,0.6925697471481098,1.0
7deg,target_main_tip_z_2p108m,jig_unloaded,7,0.1178068942468167,2.0368039324211127,0.11545009176796785,0.05675148292163201,0.019483200231424885,-2.200878509388965e-05,0.6925697471481098,1.0
7deg,target_main_tip_z_2p108m,jig_unloaded,8,0.13463786679452985,2.327800408398411,0.12112129729131729,0.05741382900772564,0.019492736289541263,0.0084905209028079,0.6925697471481098,1.0
7deg,target_main_tip_z_2p108m,jig_unloaded,9,0.15146916354579118,2.618802489642414,0.12679483620761767,0.05510203422863669,0.024424765963724643,0.023739252471564908,0.6925697471481098,1.0
7deg,target_main_tip_z_2p108m,jig_unloaded,10,0.1683023158575113,2.9098366523096932,0.13533771255654573,0.05225254899981821,0.033310277373590436,0.02198210203946374,0.6925697471481098,1.0
7deg,target_main_tip_z_2p108m,jig_unloaded,11,0.1851373877069265,3.2009040025247035,0.14618506170661066,0.0491738330315067,0.037220013362957355,0.006213715123638747,0.6925697471481098,1.0
7deg,target_main_tip_z_2p108m,jig_unloaded,12,0.2019733544641271,3.491986825108356,0.15700534829821272,0.045458948816482075,0.03692736931998436,-0.0017443400187616906,0.6925697471481098,1.0
7deg,target_main_tip_z_2p108m,jig_unloaded,13,0.21881035717853128,3.783087558712579,0.16768356011535465,0.0429771974605343,0.03620446081517187,-0.0033414381768610835,0.6925697471481098,1.0
7deg,target_main_tip_z_2p108m,jig_unloaded,14,0.23564869200652677,4.0742113236870665,0.17808445033634804,0.04361790754452577,0.03498186262602654,-0.005009474885525771,0.6925697471481098,1.0
7deg,target_main_tip_z_2p108m,jig_unloaded,15,0.2524887903309096,4.36536557835742,0.18805268438686673,0.0492904351723889,0.03328750431001948,-0.006228737079548109,0.6925697471481098,1.0
